Order_ID	Order_Date	Customer_ID	Customer_Name	Product_ID	Product_Name	Product_Category	Supplier	Warehouse	Region	Delivery_City	Quantity_Ordered	Unit_Cost	Unit_Selling_Price	Sales_Amount	Total_Cost	Profit	Profit_Margin	Payment_Status	Payment_Amount	Outstanding_Amount	Order_Status	Shipping_Method	Carrier	Shipping_Cost	Expected_Delivery_Date	Actual_Delivery_Date	Delivery_Days	Delivery_Status	Inventory_Before_Order	Inventory_After_Order	Stock_Status	Discount_Percentage	Final_Sales_Amount	Order_Priority	Customer_Type	Payment_Date	Return_Status	Return_Quantity			
ORD06824	2024-02-20 00:00:00	CUST_010	Client Business 10 Ltd	PROD_A02	Synthetic Diesel Engine Oil 20L Drum	Automotive Parts	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Abuja	Wuse	53	28000	42000	2226000	1484000	742000	0.333333333	Paid	2226000	0	Completed	Air	Red Star Express	56086.73	2024-02-23 00:00:00	2024-02-23 00:00:00	3	On Time	154	101	In Stock	0	2226000	Low	Corporate	2024-02-24 00:00:00	No Return	0			
ORD06825	2024-06-30 00:00:00	CUST_034	Client Business 34 Ltd	PROD_E01	Heavy-Duty Solar Inverter 5kVA	Electronics	Stallion Motors Distribution	Lagos Mega Central Hub	Anambra	Nnewi	81	120000	180000	14580000	9720000	4860000	0.333333333	Partial	7290000	7290000	Processing	Courier	DHL Express Nigeria	25781.69	2024-07-06 00:00:00			Pending	39	-42	Out of Stock	0	14580000	Medium	Corporate	2024-07-02 00:00:00	No Return	0			
ORD06826	2024-03-25 00:00:00	CUST_016	Client Business 16 Ltd	PROD_C01	Portland Cement 50kg Bag (Pallet of 100)	Construction Materials	Stallion Motors Distribution	Ibadan Western Hub	Anambra	Awka	63	450000	580000	36540000	28350000	8190000	0.224137931	Pending	0	36540000	Cancelled	Road	DHL Express Nigeria	22724.79	2024-03-28 00:00:00			Not Applicable	62	-1	Out of Stock	0	36540000	High	Retail		No Return	0			
ORD06827	2024-12-25 00:00:00	CUST_029	Apex Global Enterprise 29	PROD_C01	Portland Cement 50kg Bag (Pallet of 100)	Construction Materials	Zenith Global Procurement	Lagos Mega Central Hub	Abuja	Gwarinpa	33	450000	580000	19140000	14850000	4290000	0.224137931	Paid	17226000	1914000	Completed	Road	DHL Express Nigeria	31422.89	2024-12-29 00:00:00	2024-12-29 00:00:00	4	On Time	210	177	In Stock	0.1	17226000	High	Wholesale	2024-12-29 00:00:00	No Return	0			
ORD06828	2025-04-25 00:00:00	CUST_015	Apex Global Enterprise 15	PROD_P02	Heavy Duty Corrugated Boxes (Pack of 50)	Packaging Materials	Stallion Motors Distribution	Lagos Mega Central Hub	Lagos	Apapa	21	18000	28000	588000	378000	210000	0.357142857	Paid	529200	58800	Completed	Road	DHL Express Nigeria	21998.14	2025-05-02 00:00:00	2025-05-05 00:00:00	10	Delayed	214	193	In Stock	0.1	529200	Medium	Retail	2025-05-08 00:00:00	No Return	0			
ORD06829	2024-10-03 00:00:00	CUST_011	Apex Global Enterprise 11	PROD_O01	Ergonomic Executive Mesh Chair	Office Supplies	Honeywell Logistics	Lagos Mega Central Hub	Oyo	Oyo Town	11	45000	75000	825000	495000	330000	0.4	Pending	0	825000	Pending	Road	GIG Logistics	10333.81	2024-10-08 00:00:00			Pending	47	36	In Stock	0.1	742500	High	Retail		No Return	0			
ORD06830	2025-11-02 00:00:00	CUST_034	Client Business 34 Ltd	PROD_C02	High-Tensile Steel Rebar 12mm (Ton)	Construction Materials	MainOne Distribution	Port Harcourt Coastal Depot	Lagos	Apapa	33	520000	680000	22440000	17160000	5280000	0.235294118	Partial	10659000	11781000	Processing	Road	MAX.ng Freight	13384.34	2025-11-06 00:00:00			Pending	118	85	In Stock	0.05	21318000	High	Corporate	2025-11-04 00:00:00	No Return	0			
ORD06831	2025-04-03 00:00:00	CUST_030	Client Business 30 Ltd	PROD_I01	Hydraulic Pallet Truck 3-Ton	Industrial Equipment	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Kano	Kano Municipal	77	150000	220000	16940000	11550000	5390000	0.318181818	Paid	16093000	847000	Pending	Air	Red Star Express	71489.78	2025-04-10 00:00:00			Pending	57	-20	Out of Stock	0.05	16093000	Medium	Retail	2025-04-04 00:00:00	No Return	0			
ORD06832	2024-11-21 00:00:00	CUST_035	Apex Global Enterprise 35	PROD_P02	Heavy Duty Corrugated Boxes (Pack of 50)	Packaging Materials	SinoHydro Equipment Ltd	Port Harcourt Coastal Depot	Lagos	Ikorodu	23	18000	28000	644000	414000	230000	0.357142857	Overdue	0	644000	Completed	Air	Chisco Logistics	34222	2024-11-26 00:00:00	2024-11-27 00:00:00	6	Delayed	108	85	In Stock	0	644000	Medium	Corporate		No Return	0			
ORD06833	2024-11-25 00:00:00	CUST_009	Apex Global Enterprise 9	PROD_E01	Heavy-Duty Solar Inverter 5kVA	Electronics	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Abuja	Garki	10	120000	180000	1800000	1200000	600000	0.333333333	Pending	0	1800000	Cancelled	Road	Chisco Logistics	7874.09	2024-11-29 00:00:00			Not Applicable	112	102	In Stock	0	1800000	High	Wholesale		No Return	0			
ORD06834	2025-09-17 00:00:00	CUST_018	Client Business 18 Ltd	PROD_E04	Digital Warehouse Barcode Scanner	Electronics	BUA Group Procurement	Abuja Inland Logistics Depot	Lagos	Ikorodu	6	25000	45000	270000	150000	120000	0.444444444	Pending	0	270000	Cancelled	Courier	Speedaf Express	8849.33	2025-09-23 00:00:00			Not Applicable	181	175	In Stock	0	270000	Medium	Wholesale		No Return	0			
ORD06835	2025-10-03 00:00:00	CUST_019	Apex Global Enterprise 19	PROD_I03	Industrial Packaging Strapping Machine	Industrial Equipment	Stallion Motors Distribution	Abuja Inland Logistics Depot	Lagos	Apapa	38	320000	480000	18240000	12160000	6080000	0.333333333	Paid	16416000	1824000	Completed	Courier	ABC Transport Logistics	17965.13	2025-10-07 00:00:00	2025-10-07 00:00:00	4	On Time	177	139	In Stock	0.1	16416000	Medium	Wholesale	2025-10-07 00:00:00	No Return	0			
ORD06836	2024-10-26 00:00:00	CUST_004	Client Business 4 Ltd	PROD_I04	Heavy Duty Rubber Conveyor Belt 10m	Industrial Equipment	Dangote Logistics & Supplies Ltd	Abuja Inland Logistics Depot	Rivers	Eleme	21	280000	420000	8820000	5880000	2940000	0.333333333	Overdue	0	8820000	Completed	Road	DHL Express Nigeria	16943.21	2024-11-02 00:00:00	2024-11-03 00:00:00	8	Delayed	222	201	In Stock	0.05	8379000	High	Wholesale		No Return	0			
ORD06837	2025-05-02 00:00:00	CUST_006	Client Business 6 Ltd	PROD_P03	Bubble Wrap Cushioning Roll 100m	Packaging Materials	Stallion Motors Distribution	Lagos Mega Central Hub	Ogun	Ota	71	8500	14000	994000	603500	390500	0.392857143	Paid	944300	49700	Completed	Courier	Chisco Logistics	49160.76	2025-05-05 00:00:00	2025-05-05 00:00:00	3	On Time	185	114	In Stock	0.05	944300	High	Retail	2025-05-02 00:00:00	No Return	0			
ORD06838	2024-04-12 00:00:00	CUST_033	Apex Global Enterprise 33	PROD_C03	Galvanized Roofing Sheet Bundle	Construction Materials	United Africa Supplies	Ibadan Western Hub	Lagos	Apapa	74	140000	195000	14430000	10360000	4070000	0.282051282	Partial	4462074.71	9967925.29	Completed	Road	DHL Express Nigeria	63584.59	2024-04-16 00:00:00	2024-04-17 00:00:00	5	Delayed	44	-30	Out of Stock	0.15	12265500	Medium	Retail	2024-04-20 00:00:00	No Return	0			
ORD06839	2024-05-15 00:00:00	CUST_032	Client Business 32 Ltd	PROD_H03	Heavy Duty Standing Industrial Fan	Home Appliances	Stallion Motors Distribution	Lagos Mega Central Hub	Abuja	Kubwa	50	18000	32000	1600000	900000	700000	0.4375	Paid	1520000	80000	Completed	Sea	MAX.ng Freight	19584.04	2024-05-22 00:00:00	2024-05-23 00:00:00	8	Delayed	177	127	In Stock	0.05	1520000	Low	Retail	2024-05-26 00:00:00	No Return	0			
ORD06840	2025-11-25 00:00:00	CUST_016	Client Business 16 Ltd	PROD_O01	Ergonomic Executive Mesh Chair	Office Supplies	BUA Group Procurement	Port Harcourt Coastal Depot	Abuja	Maitama	7	45000	75000	525000	315000	210000	0.4	Partial	262500	262500	Processing	Road	Konga Express	9994.25	2025-11-30 00:00:00			Pending	243	236	In Stock	0	525000	Medium	Retail	2025-11-27 00:00:00	No Return	0			
ORD06841	2025-01-12 00:00:00	CUST_011	Apex Global Enterprise 11	PROD_C01	Portland Cement 50kg Bag (Pallet of 100)	Construction Materials	Honeywell Logistics	Abuja Inland Logistics Depot	Lagos	Ikeja	73	450000	580000	42340000	32850000	9490000	0.224137931	Paid	42340000	0	Completed	Sea	DHL Express Nigeria	64584.99	2025-01-16 00:00:00	2025-01-16 00:00:00	4	On Time	190	117	In Stock	0	42340000	Medium	Retail	2025-01-14 00:00:00	No Return	0			
ORD06842	2025-09-09 00:00:00	CUST_022	Client Business 22 Ltd	PROD_H03	Heavy Duty Standing Industrial Fan	Home Appliances	SinoHydro Equipment Ltd	Abuja Inland Logistics Depot	Rivers	Port Harcourt	6	18000	32000	192000	108000	84000	0.4375	Paid	172800	19200	Completed	Road	Chisco Logistics	7656.75	2025-09-16 00:00:00	2025-09-19 00:00:00	10	Delayed	73	67	In Stock	0.1	172800	High	Retail	2025-09-11 00:00:00	No Return	0			
ORD06843	2025-11-08 00:00:00	CUST_023	Apex Global Enterprise 23	PROD_O01	Ergonomic Executive Mesh Chair	Office Supplies	Tropical General Distribution	Lagos Mega Central Hub	Oyo	Ibadan Central	4	45000	75000	300000	180000	120000	0.4	Partial	100593.94	199406.06	Completed	Road	ABC Transport Logistics	7180.94	2025-11-12 00:00:00	2025-11-15 00:00:00	7	Delayed	56	52	In Stock	0.1	270000	Medium	Retail	2025-11-24 00:00:00	No Return	0			
ORD06844	2025-11-01 00:00:00	CUST_026	Client Business 26 Ltd	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	United Africa Supplies	Lagos Mega Central Hub	Lagos	Yaba	31	15000	24000	744000	465000	279000	0.375	Paid	706800	37200	Completed	Road	ABC Transport Logistics	13246.32	2025-11-06 00:00:00	2025-11-07 00:00:00	6	Delayed	30	-1	Out of Stock	0.05	706800	Medium	Corporate	2025-11-03 00:00:00	No Return	0			
ORD06845	2024-08-20 00:00:00	CUST_031	Apex Global Enterprise 31	PROD_E02	Lithium Battery Pack 48V	Electronics	Stallion Motors Distribution	Ibadan Western Hub	Oyo	Ibadan Central	73	450000	620000	45260000	32850000	12410000	0.274193548	Pending	0	45260000	Cancelled	Road	Speedaf Express	63239.91	2024-08-26 00:00:00			Not Applicable	68	-5	Out of Stock	0.1	40734000	Medium	Wholesale		No Return	0			
ORD06846	2024-09-05 00:00:00	CUST_029	Apex Global Enterprise 29	PROD_O03	Heavy-Duty Cross-Cut Paper Shredder	Office Supplies	Dangote Logistics & Supplies Ltd	Abuja Inland Logistics Depot	Oyo	Oyo Town	65	35000	58000	3770000	2275000	1495000	0.396551724	Paid	3016000	754000	Completed	Air	MAX.ng Freight	50526.84	2024-09-12 00:00:00	2024-09-15 00:00:00	10	Delayed	130	65	In Stock	0.2	3016000	Medium	Wholesale	2024-09-07 00:00:00	No Return	0			
ORD06847	2024-02-12 00:00:00	CUST_005	Apex Global Enterprise 5	PROD_O02	A4 Copy Paper Box (5 Reams)	Office Supplies	BUA Group Procurement	Abuja Inland Logistics Depot	Lagos	Yaba	77	12000	18000	1386000	924000	462000	0.333333333	Pending	0	1386000	Processing	Sea	Konga Express	41278.27	2024-02-19 00:00:00			Pending	29	-48	Out of Stock	0	1386000	Low	Retail		No Return	0			
ORD06848	2024-09-08 00:00:00	CUST_025	Apex Global Enterprise 25	PROD_E04	Digital Warehouse Barcode Scanner	Electronics	United Africa Supplies	Port Harcourt Coastal Depot	Rivers	Bonny	59	25000	45000	2655000	1475000	1180000	0.444444444	Paid	2389500	265500	Completed	Air	Chisco Logistics	47977.09	2024-09-12 00:00:00	2024-09-12 00:00:00	4	On Time	71	12	Low Stock	0.1	2389500	High	Wholesale	2024-09-10 00:00:00	No Return	0			
ORD06849	2024-10-01 00:00:00	CUST_034	Client Business 34 Ltd	PROD_O03	Heavy-Duty Cross-Cut Paper Shredder	Office Supplies	Stallion Motors Distribution	Lagos Mega Central Hub	Abuja	Wuse	68	35000	58000	3944000	2380000	1564000	0.396551724	Paid	3352400	591600	Completed	Road	Chisco Logistics	43054.44	2024-10-04 00:00:00	2024-10-05 00:00:00	4	Delayed	92	24	In Stock	0.15	3352400	Medium	Corporate	2024-10-10 00:00:00	Partial Return	27			
ORD06850	2025-05-12 00:00:00	CUST_012	Client Business 12 Ltd	PROD_O03	Heavy-Duty Cross-Cut Paper Shredder	Office Supplies	Dangote Logistics & Supplies Ltd	Kano Commercial Warehouse	Rivers	Obio-Akpor	72	35000	58000	4176000	2520000	1656000	0.396551724	Paid	3967200	208800	Completed	Courier	Speedaf Express	59145.1	2025-05-18 00:00:00	2025-05-17 00:00:00	5	On Time	126	54	In Stock	0.05	3967200	Low	Corporate	2025-05-13 00:00:00	No Return	0			
ORD06851	2025-11-03 00:00:00	CUST_022	Client Business 22 Ltd	PROD_P02	Heavy Duty Corrugated Boxes (Pack of 50)	Packaging Materials	Tropical General Distribution	Lagos Mega Central Hub	Kano	Dala	16	18000	28000	448000	288000	160000	0.357142857	Paid	448000	0	Completed	Road	GIG Logistics	16010.73	2025-11-06 00:00:00	2025-11-05 00:00:00	2	On Time	138	122	In Stock	0	448000	Medium	Retail	2025-11-15 00:00:00	No Return	0			
ORD06852	2024-12-06 00:00:00	CUST_009	Apex Global Enterprise 9	PROD_H03	Heavy Duty Standing Industrial Fan	Home Appliances	United Africa Supplies	Abuja Inland Logistics Depot	Lagos	Lekki	73	18000	32000	2336000	1314000	1022000	0.4375	Overdue	0	2336000	Completed	Air	Speedaf Express	71679.17	2024-12-12 00:00:00	2024-12-13 00:00:00	7	Delayed	29	-44	Out of Stock	0.05	2219200	Critical	Wholesale		Partial Return	13			
ORD06853	2025-09-13 00:00:00	CUST_020	Client Business 20 Ltd	PROD_A02	Synthetic Diesel Engine Oil 20L Drum	Automotive Parts	BUA Group Procurement	Lagos Mega Central Hub	Kaduna	Zaria	60	28000	42000	2520000	1680000	840000	0.333333333	Pending	0	2520000	Cancelled	Sea	MAX.ng Freight	39980.39	2025-09-17 00:00:00			Not Applicable	181	121	In Stock	0.15	2142000	Low	Retail		No Return	0			
ORD06854	2025-06-23 00:00:00	CUST_029	Apex Global Enterprise 29	PROD_E02	Lithium Battery Pack 48V	Electronics	Zenith Global Procurement	Port Harcourt Coastal Depot	Kano	Kano Municipal	78	450000	620000	48360000	35100000	13260000	0.274193548	Paid	41106000	7254000	Completed	Air	GIG Logistics	40677.66	2025-06-27 00:00:00	2025-06-27 00:00:00	4	On Time	138	60	In Stock	0.15	41106000	Medium	Wholesale	2025-07-04 00:00:00	No Return	0			
ORD06855	2025-10-13 00:00:00	CUST_029	Apex Global Enterprise 29	PROD_I03	Industrial Packaging Strapping Machine	Industrial Equipment	Innoson Industrial Supplies	Abuja Inland Logistics Depot	Oyo	Ogbomoso	73	320000	480000	35040000	23360000	11680000	0.333333333	Partial	18299269.89	16740730.11	Completed	Air	Red Star Express	44420.16	2025-10-20 00:00:00	2025-10-20 00:00:00	7	On Time	207	134	In Stock	0.05	33288000	Medium	Wholesale	2025-10-24 00:00:00	No Return	0			
ORD06856	2025-06-14 00:00:00	CUST_027	Apex Global Enterprise 27	PROD_A01	Heavy Duty Commercial Truck Tire 12R22.5	Automotive Parts	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Lagos	Ikeja	36	110000	165000	5940000	3960000	1980000	0.333333333	Pending	0	5940000	Cancelled	Road	Speedaf Express	21990.71	2025-06-17 00:00:00			Not Applicable	39	3	Low Stock	0.15	5049000	High	Retail		No Return	0			
ORD06857	2024-05-29 00:00:00	CUST_017	Apex Global Enterprise 17	PROD_P03	Bubble Wrap Cushioning Roll 100m	Packaging Materials	Dangote Logistics & Supplies Ltd	Lagos Mega Central Hub	Oyo	Ibadan North	28	8500	14000	392000	238000	154000	0.392857143	Paid	352800	39200	Completed	Road	MAX.ng Freight	21478.86	2024-06-02 00:00:00	2024-06-02 00:00:00	4	On Time	145	117	In Stock	0.1	352800	Low	Wholesale	2024-05-30 00:00:00	No Return	0			
ORD06858	2024-01-23 00:00:00	CUST_005	Apex Global Enterprise 5	PROD_H01	Commercial Cold-Storage Chest Freezer	Home Appliances	Honeywell Logistics	Lagos Mega Central Hub	Abuja	Garki	80	220000	310000	24800000	17600000	7200000	0.290322581	Partial	12793716.43	12006283.57	Completed	Road	Speedaf Express	52851.47	2024-01-30 00:00:00	2024-01-30 00:00:00	7	On Time	24	-56	Out of Stock	0	24800000	Low	Retail	2024-02-03 00:00:00	No Return	0			
ORD06859	2025-06-28 00:00:00	CUST_013	Apex Global Enterprise 13	PROD_O01	Ergonomic Executive Mesh Chair	Office Supplies	Tropical General Distribution	Lagos Mega Central Hub	Kaduna	Zaria	76	45000	75000	5700000	3420000	2280000	0.4	Paid	5700000	0	Completed	Road	ABC Transport Logistics	51575.41	2025-07-03 00:00:00	2025-07-02 00:00:00	4	On Time	86	10	Low Stock	0	5700000	Medium	Corporate	2025-07-04 00:00:00	No Return	0			
ORD06860	2025-01-26 00:00:00	CUST_015	Apex Global Enterprise 15	PROD_H02	Industrial Air Conditioner 3HP	Home Appliances	Honeywell Logistics	Port Harcourt Coastal Depot	Kano	Kano Municipal	32	180000	260000	8320000	5760000	2560000	0.307692308	Overdue	0	8320000	Completed	Sea	Chisco Logistics	20871.47	2025-02-01 00:00:00	2025-02-01 00:00:00	6	On Time	44	12	Low Stock	0.05	7904000	High	Retail		No Return	0			
ORD06861	2024-05-26 00:00:00	CUST_015	Apex Global Enterprise 15	PROD_C02	High-Tensile Steel Rebar 12mm (Ton)	Construction Materials	SinoHydro Equipment Ltd	Port Harcourt Coastal Depot	Abuja	Kubwa	52	520000	680000	35360000	27040000	8320000	0.235294118	Partial	17138589.05	18221410.95	Completed	Road	ABC Transport Logistics	35717.21	2024-05-29 00:00:00	2024-06-01 00:00:00	6	Delayed	103	51	In Stock	0.1	31824000	Low	Retail	2024-05-27 00:00:00	No Return	0			
ORD06862	2024-03-21 00:00:00	CUST_018	Client Business 18 Ltd	PROD_I02	Electric Forklift Battery Unit	Industrial Equipment	Stallion Motors Distribution	Abuja Inland Logistics Depot	Lagos	Yaba	17	950000	1400000	23800000	16150000	7650000	0.321428571	Paid	22610000	1190000	Completed	Sea	Speedaf Express	16021.37	2024-03-25 00:00:00	2024-03-25 00:00:00	4	On Time	33	16	Low Stock	0.05	22610000	Low	Wholesale	2024-04-01 00:00:00	No Return	0			
ORD06863	2025-04-27 00:00:00	CUST_002	Client Business 2 Ltd	PROD_A03	Heavy Duty Truck Brake Shoe Set	Automotive Parts	SinoHydro Equipment Ltd	Lagos Mega Central Hub	Kaduna	Kaduna South	10	22000	36000	360000	220000	140000	0.388888889	Pending	0	360000	Processing	Road	DHL Express Nigeria	7748.11	2025-04-30 00:00:00			Pending	148	138	In Stock	0.05	342000	Medium	Corporate		No Return	0			
ORD06864	2025-05-08 00:00:00	CUST_023	Apex Global Enterprise 23	PROD_E01	Heavy-Duty Solar Inverter 5kVA	Electronics	MainOne Distribution	Ibadan Western Hub	Kano	Fagge	43	120000	180000	7740000	5160000	2580000	0.333333333	Partial	3011358.6	4728641.4	Completed	Air	DHL Express Nigeria	49287.76	2025-05-12 00:00:00	2025-05-12 00:00:00	4	On Time	91	48	In Stock	0	7740000	High	Retail	2025-05-24 00:00:00	No Return	0			
ORD06865	2024-01-18 00:00:00	CUST_013	Apex Global Enterprise 13	PROD_C02	High-Tensile Steel Rebar 12mm (Ton)	Construction Materials	Dangote Logistics & Supplies Ltd	Port Harcourt Coastal Depot	Ogun	Ota	56	520000	680000	38080000	29120000	8960000	0.235294118	Pending	0	38080000	Cancelled	Road	MAX.ng Freight	33547.87	2024-01-22 00:00:00			Not Applicable	123	67	In Stock	0.05	36176000	Low	Corporate		No Return	0			
ORD06866	2024-08-08 00:00:00	CUST_004	Client Business 4 Ltd	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	BUA Group Procurement	Lagos Mega Central Hub	Abuja	Wuse	69	15000	24000	1656000	1035000	621000	0.375	Pending	0	1656000	Processing	Air	Chisco Logistics	50737.85	2024-08-15 00:00:00			Pending	166	97	In Stock	0	1656000	Critical	Wholesale		No Return	0			
ORD06867	2024-03-11 00:00:00	CUST_025	Apex Global Enterprise 25	PROD_C01	Portland Cement 50kg Bag (Pallet of 100)	Construction Materials	Dangote Logistics & Supplies Ltd	Port Harcourt Coastal Depot	Rivers	Port Harcourt	25	450000	580000	14500000	11250000	3250000	0.224137931	Paid	14500000	0	Completed	Road	DHL Express Nigeria	15499.7	2024-03-14 00:00:00	2024-03-14 00:00:00	3	On Time	98	73	In Stock	0	14500000	Medium	Wholesale	2024-03-24 00:00:00	No Return	0			
ORD06868	2025-06-24 00:00:00	CUST_011	Apex Global Enterprise 11	PROD_H02	Industrial Air Conditioner 3HP	Home Appliances	Zenith Global Procurement	Lagos Mega Central Hub	Rivers	Obio-Akpor	63	180000	260000	16380000	11340000	5040000	0.307692308	Paid	16380000	0	Completed	Road	Chisco Logistics	37354.78	2025-06-30 00:00:00	2025-07-01 00:00:00	7	Delayed	201	138	In Stock	0	16380000	Medium	Retail	2025-07-08 00:00:00	No Return	0			
ORD06869	2024-07-08 00:00:00	CUST_012	Client Business 12 Ltd	PROD_A02	Synthetic Diesel Engine Oil 20L Drum	Automotive Parts	BUA Group Procurement	Kano Commercial Warehouse	Rivers	Eleme	27	28000	42000	1134000	756000	378000	0.333333333	Paid	1134000	0	Completed	Air	Chisco Logistics	32109.93	2024-07-11 00:00:00	2024-07-12 00:00:00	4	Delayed	86	59	In Stock	0	1134000	High	Corporate	2024-07-09 00:00:00	No Return	0			
ORD06870	2025-05-18 00:00:00	CUST_013	Apex Global Enterprise 13	PROD_A01	Heavy Duty Commercial Truck Tire 12R22.5	Automotive Parts	MainOne Distribution	Abuja Inland Logistics Depot	Oyo	Oyo Town	43	110000	165000	7095000	4730000	2365000	0.333333333	Pending	0	7095000	Cancelled	Air	Speedaf Express	45050.26	2025-05-25 00:00:00			Not Applicable	87	44	In Stock	0	7095000	Low	Corporate		No Return	0			
ORD06871	2024-01-20 00:00:00	CUST_009	Apex Global Enterprise 9	PROD_H02	Industrial Air Conditioner 3HP	Home Appliances	Stallion Motors Distribution	Abuja Inland Logistics Depot	Lagos	Ikeja	8	180000	260000	2080000	1440000	640000	0.307692308	Paid	1664000	416000	Pending	Road	Speedaf Express	11026.09	2024-01-25 00:00:00			Pending	81	73	In Stock	0.2	1664000	Low	Wholesale	2024-01-21 00:00:00	No Return	0			
ORD06872	2025-09-19 00:00:00	CUST_006	Client Business 6 Ltd	PROD_O02	A4 Copy Paper Box (5 Reams)	Office Supplies	United Africa Supplies	Lagos Mega Central Hub	Kano	Kano Municipal	45	12000	18000	810000	540000	270000	0.333333333	Paid	688500	121500	Completed	Road	MAX.ng Freight	42515.07	2025-09-23 00:00:00	2025-09-22 00:00:00	3	On Time	118	73	In Stock	0.15	688500	High	Retail	2025-10-01 00:00:00	No Return	0			
ORD06873	2024-06-01 00:00:00	CUST_010	Client Business 10 Ltd	PROD_E01	Heavy-Duty Solar Inverter 5kVA	Electronics	Zenith Global Procurement	Port Harcourt Coastal Depot	Kano	Fagge	72	120000	180000	12960000	8640000	4320000	0.333333333	Overdue	0	12960000	Completed	Road	Red Star Express	56373.3	2024-06-05 00:00:00	2024-06-05 00:00:00	4	On Time	233	161	In Stock	0	12960000	Medium	Corporate		No Return	0			
ORD06874	2025-11-06 00:00:00	CUST_023	Apex Global Enterprise 23	PROD_C03	Galvanized Roofing Sheet Bundle	Construction Materials	Tropical General Distribution	Kano Commercial Warehouse	Abuja	Garki	7	140000	195000	1365000	980000	385000	0.282051282	Paid	1365000	0	Completed	Air	ABC Transport Logistics	19020.99	2025-11-13 00:00:00	2025-11-12 00:00:00	6	On Time	39	32	In Stock	0	1365000	Medium	Retail	2025-11-06 00:00:00	No Return	0			
ORD06875	2024-07-23 00:00:00	CUST_015	Apex Global Enterprise 15	PROD_C03	Galvanized Roofing Sheet Bundle	Construction Materials	Zenith Global Procurement	Lagos Mega Central Hub	Abuja	Maitama	65	140000	195000	12675000	9100000	3575000	0.282051282	Pending	0	12675000	Cancelled	Air	DHL Express Nigeria	40632.02	2024-07-30 00:00:00			Not Applicable	130	65	In Stock	0.05	12041250	Medium	Retail		No Return	0			
ORD06876	2025-11-08 00:00:00	CUST_023	Apex Global Enterprise 23	PROD_O02	A4 Copy Paper Box (5 Reams)	Office Supplies	Honeywell Logistics	Lagos Mega Central Hub	Kano	Fagge	57	12000	18000	1026000	684000	342000	0.333333333	Paid	872100	153900	Completed	Air	Speedaf Express	54666.3	2025-11-15 00:00:00	2025-11-15 00:00:00	7	On Time	212	155	In Stock	0.15	872100	Medium	Retail	2025-11-14 00:00:00	No Return	0			
ORD06877	2024-12-11 00:00:00	CUST_034	Client Business 34 Ltd	PROD_H03	Heavy Duty Standing Industrial Fan	Home Appliances	MainOne Distribution	Kano Commercial Warehouse	Abuja	Wuse	49	18000	32000	1568000	882000	686000	0.4375	Paid	1411200	156800	Completed	Road	DHL Express Nigeria	32955.95	2024-12-15 00:00:00	2024-12-15 00:00:00	4	On Time	97	48	In Stock	0.1	1411200	High	Corporate	2024-12-16 00:00:00	No Return	0			
ORD06878	2025-01-28 00:00:00	CUST_016	Client Business 16 Ltd	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	Honeywell Logistics	Port Harcourt Coastal Depot	Lagos	Yaba	56	15000	24000	1344000	840000	504000	0.375	Paid	1276800	67200	Completed	Road	ABC Transport Logistics	46328.94	2025-02-01 00:00:00	2025-02-02 00:00:00	5	Delayed	85	29	In Stock	0.05	1276800	Critical	Retail	2025-02-01 00:00:00	Returned	56			
ORD06879	2024-09-30 00:00:00	CUST_032	Client Business 32 Ltd	PROD_O01	Ergonomic Executive Mesh Chair	Office Supplies	Dangote Logistics & Supplies Ltd	Kano Commercial Warehouse	Oyo	Oyo Town	60	45000	75000	4500000	2700000	1800000	0.4	Paid	4500000	0	Completed	Courier	DHL Express Nigeria	33786.66	2024-10-03 00:00:00	2024-10-03 00:00:00	3	On Time	196	136	In Stock	0	4500000	Medium	Retail	2024-10-12 00:00:00	Returned	60			
ORD06880	2025-10-25 00:00:00	CUST_005	Apex Global Enterprise 5	PROD_E01	Heavy-Duty Solar Inverter 5kVA	Electronics	Zenith Global Procurement	Abuja Inland Logistics Depot	Lagos	Apapa	3	120000	180000	540000	360000	180000	0.333333333	Paid	486000	54000	Pending	Road	MAX.ng Freight	7094.23	2025-10-31 00:00:00			Pending	114	111	In Stock	0.1	486000	Low	Retail	2025-10-26 00:00:00	No Return	0			
ORD06881	2025-06-02 00:00:00	CUST_017	Apex Global Enterprise 17	PROD_P01	Industrial Stretch Wrap Film (6 Rolls)	Packaging Materials	Stallion Motors Distribution	Abuja Inland Logistics Depot	Abuja	Maitama	74	15000	24000	1776000	1110000	666000	0.375	Pending	0	1776000	Cancelled	Sea	Konga Express	30431.29	2025-06-05 00:00:00			Not Applicable	175	101	In Stock	0.05	1687200	Medium	Wholesale		No Return	0			
